Time,Displacement 1,Displacement 2,Displacement 3,Displacement 4,Displacement 5,Displacement 6,Displacement 7,Displacement 8,Displacement 9,Displacement 10,Displacement 11,Displacement 12,Displacement 13,Displacement 14,Displacement 15,Displacement 16,Displacement 17,Displacement 18,Displacement 19,Displacement 20,Displacement 21,Displacement 22,Displacement 23,Displacement 24,Displacement 25,Displacement 26,Displacement 27,Displacement 28,Displacement 29,Displacement 30
2.341248,0,0,0,0,0,-1.9339688,-2.567036,-3.397,-3.55527,-3.258676,-1.1401446,-3.686118,-3.522868,-2.762688,-1.6872226,-4.654834,5.94093,0.7287205,4.1339455,6.831955,2.2272655,6.321015,0.08860156,2.5107815,-5.77329,-13.55577,-0.8041015,12.333895,11.76376,0
2.34624,0,0,0,0,0,-1.9364648,-2.569528,-3.397,-3.560254,-3.25743,-1.1413906,-3.69484,-3.524114,-2.766426,-1.6884688,-4.679756,5.93469,0.759873,4.115254,6.83507,2.2241505,6.314785,0.08361718,2.4827345,-5.763945,-13.533965,-0.838369,12.349475,11.754415,0
2.351232,0,0,0,0,0,-1.9289844,-2.568282,-3.397,-3.557762,-3.261168,-1.1438828,-3.696086,-3.524114,-2.767676,-1.6897188,-4.6766405,5.928455,0.72249,4.118369,6.838185,2.2272655,6.3179,0.09483204,2.5076565,-5.76706,-13.54331,-0.794746,12.33078,11.754415,0
2.356224,0,0,0,0,0,-1.9364648,-2.569528,-3.393262,-3.560254,-3.258676,-1.1351602,-3.692348,-3.522868,-2.760196,-1.6884688,-4.6891015,5.93469,0.7785645,4.0965525,6.791445,2.258418,6.327245,0.10853906,2.5294725,-5.73591,-13.580695,-0.782285,12.361935,11.71703,0
2.361216,0,0,0,0,0,-1.937711,-2.564542,-3.394508,-3.560254,-3.258676,-1.1364062,-3.69484,-3.526606,-2.760196,-1.692211,-4.692217,5.91911,0.7816795,4.127715,6.791445,2.245957,6.3179,0.11103126,2.520127,-5.770175,-13.546425,-0.7760545,12.33701,11.760645,0
2.366208,0,0,0,0,0,-1.9364648,-2.569528,-3.398246,-3.559008,-3.25618,-1.1376524,-3.693594,-3.52536,-2.76518,-1.6909648,-4.6984475,5.922225,0.769219,4.102793,6.81949,2.242842,6.314785,0.0998164,2.523242,-5.76706,-13.54954,-0.766709,12.33701,11.760645,0
2.3712,0,0,0,0,0,-1.9339688,-2.570774,-3.392016,-3.560254,-3.259922,-1.1388984,-3.69484,-3.527852,-2.760196,-1.6947032,-4.6984475,5.89419,0.7816795,4.127715,6.76964,2.2553025,6.34594,0.11850782,2.5138965,-5.726565,-13.56823,-0.7885155,12.399315,11.713915,0
2.376192,0,0,0,0,0,-1.9352188,-2.572024,-3.394508,-3.557762,-3.259922,-1.133914,-3.68861,-3.527852,-2.756458,-1.692211,-4.692217,5.891075,0.7536425,4.1370605,6.785215,2.258418,6.34282,0.121,2.532588,-5.74837,-13.558885,-0.7604785,12.35259,11.735725,0
2.381184,0,0,0,0,0,-1.9314766,-2.570774,-3.394508,-3.556516,-3.259922,-1.1364062,-3.687364,-3.526606,-2.757704,-1.6884688,-4.7015625,5.88796,0.719375,4.1495215,6.77587,2.242842,6.35217,0.121,2.520127,-5.732795,-13.56823,-0.782285,12.399315,11.71703,0
2.386176,0,0,0,0,0,-1.9327226,-2.574516,-3.394508,-3.557762,-3.262414,-1.1388984,-3.689856,-3.53159,-2.760196,-1.6859766,-4.695332,5.884845,0.694453,4.1245995,6.81949,2.202344,6.37086,0.11476954,2.4858495,-5.717215,-13.565115,-0.7604785,12.374395,11.72949,0
2.391168,0,0,0,0,0,-1.9327226,-2.570774,-3.387032,-3.556516,-3.262414,-1.1413906,-3.687364,-3.534082,-2.762688,-1.6872226,-4.6984475,5.8755,0.6882225,4.1245995,6.822605,2.1992285,6.38332,0.11726172,2.4983105,-5.72968,-13.565115,-0.7604785,12.361935,11.735725,0
2.39616,0,0,0,0,0,-1.9314766,-2.569528,-3.382046,-3.557762,-3.259922,-1.1351602,-3.691102,-3.526606,-2.75895,-1.6897188,-4.6984475,5.863035,0.6975685,4.140176,6.791445,2.202344,6.380205,0.11850782,2.488965,-5.7141,-13.54954,-0.8009865,12.411775,11.72949,0
2.401152,0,0,0,0,0,-1.9314766,-2.563296,-3.38454,-3.557762,-3.258676,-1.1426368,-3.687364,-3.527852,-2.761442,-1.6859766,-4.7015625,5.850575,0.6975685,4.1464065,6.785215,2.2116895,6.37086,0.10978516,2.4827345,-5.7141,-13.53085,-0.8009865,12.41801,11.72949,0
2.406144,0,0,0,0,0,-1.9327226,-2.559558,-3.38454,-3.556516,-3.258676,-1.1413906,-3.687364,-3.530344,-2.763934,-1.6859766,-4.714033,5.863035,0.7380665,4.084092,6.810145,2.233496,6.321015,0.09857032,2.4983105,-5.76083,-13.493455,-0.782285,12.35882,11.766875,0
2.411136,0,0,0,0,0,-1.9302304,-2.539622,-3.379554,-3.55527,-3.25743,-1.1413906,-3.686118,-3.53159,-2.763934,-1.6884688,-4.7171485,5.85369,0.6851075,4.118369,6.81949,2.192998,6.33659,0.09857032,2.479619,-5.745255,-13.493455,-0.797871,12.393085,11.76999,0
2.416128,0,0,0,0,0,-1.9302304,-2.52716,-3.37457,-3.556516,-3.25743,-1.1388984,-3.681132,-3.526606,-2.762688,-1.6872226,-4.7327245,5.863035,0.7505275,4.0778615,6.797685,2.233496,6.314785,0.09857032,2.501426,-5.7546,-13.49657,-0.7885155,12.37128,11.779335,0
2.42112,0,0,0,0,0,-1.9314766,-2.502234,-3.369586,-3.557762,-3.259922,-1.1413906,-3.691102,-3.522868,-2.763934,-1.6872226,-4.7545315,5.85369,0.744297,4.0685155,6.791445,2.2397265,6.31167,0.1010625,2.504541,-5.76083,-13.49969,-0.769824,12.37751,11.779335,0
2.426112,0,0,0,0,0,-1.924,-2.49102,-3.367094,-3.557762,-3.259922,-1.1413906,-3.687364,-3.52536,-2.763934,-1.6909648,-4.7545315,5.850575,0.72249,4.0778615,6.81326,2.202344,6.32413,0.0998164,2.476504,-5.74214,-13.49969,-0.794746,12.393085,11.78245,0
2.431104,0,0,0,0,0,-1.9202618,-2.478558,-3.352136,-3.556516,-3.25743,-1.1413906,-3.692348,-3.527852,-2.767676,-1.692211,-4.751416,5.844345,0.7536425,4.0685155,6.825725,2.2148045,6.3179,0.1023086,2.479619,-5.7546,-13.48411,-0.754248,12.368165,11.773105,0
2.436096,0,0,0,0,0,-1.9015704,-2.477312,-3.352136,-3.560254,-3.258676,-1.1376524,-3.691102,-3.524114,-2.761442,-1.6947032,-4.748301,5.835,0.747412,4.0965525,6.754065,2.2521875,6.33036,0.12225,2.5294725,-5.739025,-13.533965,-0.729326,12.368165,11.76376,0
2.441088,0,0,0,0,0,-1.882875,-2.463602,-3.35089,-3.559008,-3.25618,-1.1401446,-3.69484,-3.522868,-2.75895,-1.6897188,-4.7607615,5.81631,0.7536425,4.084092,6.75718,2.245957,6.314785,0.1234961,2.5263575,-5.745255,-13.52461,-0.7324415,12.38997,11.741955,0
2.44608,0,0,0,0,0,-1.8591992,-2.448648,-3.343414,-3.560254,-3.26366,-1.1364062,-3.689856,-3.530344,-2.75895,-1.693457,-4.751416,5.81631,0.7287205,4.0903225,6.744715,2.261533,6.314785,0.1197539,2.5294725,-5.74837,-13.533965,-0.7199805,12.40243,11.735725,0
2.451072,0,0,0,0,0,-1.8355196,-2.426218,-3.32846,-3.556516,-3.25743,-1.1376524,-3.691102,-3.529098,-2.762688,-1.6959492,-4.738955,5.81007,0.7131445,4.0903225,6.7416,2.2521875,6.333475,0.1234961,2.520127,-5.72968,-13.527735,-0.726211,12.43048,11.735725,0
2.456064,0,0,0,0,0,-1.8267968,-2.412508,-3.32223,-3.556516,-3.259922,-1.133914,-3.687364,-3.527852,-2.757704,-1.6872226,-4.7420705,5.80384,0.6975685,4.1121385,6.738485,2.233496,6.33659,0.12598828,2.501426,-5.717215,-13.53708,-0.769824,12.44917,11.760645,0
2.461056,0,0,0,0,0,-1.8218126,-2.401292,-3.317246,-3.55527,-3.262414,-1.1401446,-3.687364,-3.530344,-2.760196,-1.6859766,-4.766992,5.791375,0.6851075,4.115254,6.738485,2.2241505,6.349055,0.1234961,2.4858495,-5.726565,-13.49657,-0.7760545,12.41801,11.78868,0
2.466048,0,0,0,0,0,-1.815582,-2.385094,-3.320984,-3.559008,-3.266152,-1.1388984,-3.687364,-3.530344,-2.763934,-1.6872226,-4.776338,5.797605,0.663291,4.0965525,6.76964,2.202344,6.33659,0.11476954,2.4827345,-5.717215,-13.54331,-0.7480175,12.43048,11.741955,0
2.47104,0,0,0,0,0,-1.8081054,-2.373876,-3.311016,-3.556516,-3.258676,-1.1376524,-3.689856,-3.534082,-2.762688,-1.6884688,-4.788799,5.800725,0.6539455,4.0934375,6.76964,2.205459,6.339705,0.10978516,2.4827345,-5.723445,-13.502805,-0.7760545,12.42424,11.78245,0
2.476032,0,0,0,0,0,-1.8093516,-2.358922,-3.308524,-3.560254,-3.25618,-1.1376524,-3.689856,-3.521622,-2.763934,-1.6872226,-4.80749,5.785145,0.7131445,4.049824,6.7821,2.221035,6.277395,0.10480078,2.4733885,-5.72033,-13.51215,-0.766709,12.44917,11.77622,0
2.481024,0,0,0,0,0,-1.800629,-2.347708,-3.301042,-3.556516,-3.25743,-1.1401446,-3.68861,-3.52536,-2.76518,-1.6859766,-4.80126,5.785145,0.691338,4.0560545,6.76964,2.2397265,6.24624,0.11476954,2.5263575,-5.77952,-13.49034,-0.741787,12.405545,11.78868,0
2.486016,0,0,0,0,0,-1.7931524,-2.331508,-3.288582,-3.560254,-3.258676,-1.1388984,-3.696086,-3.524114,-2.761442,-1.6947032,-4.8106055,5.76334,0.7100295,4.049824,6.766525,2.2272655,6.24001,0.1023086,2.479619,-5.757715,-13.47788,-0.7573635,12.399315,11.798025,0
2.491008,0,0,0,0,0,-1.7757032,-2.319042,-3.282352,-3.557762,-3.25743,-1.1376524,-3.691102,-3.52536,-2.762688,-1.6947032,-4.7981445,5.747765,0.7006835,4.0778615,6.76964,2.2366115,6.243125,0.0998164,2.4858495,-5.776405,-13.47788,-0.7449025,12.40243,11.79491,0
2.496,0,0,0,0,0,-1.7669804,-2.307828,-3.27986,-3.560254,-3.254934,-1.1376524,-3.68861,-3.519128,-2.762688,-1.6884688,-4.829297,5.747765,0.7006835,4.046709,6.76341,2.2521875,6.24001,0.12474218,2.523242,-5.739025,-13.540195,-0.7449025,12.446055,11.741955,0
2.500992,0,0,0,0,0,-1.7545196,-2.295368,-3.276122,-3.556516,-3.258676,-1.1413906,-3.689856,-3.521622,-2.763934,-1.6897188,-4.829297,5.747765,0.6851075,4.049824,6.7821,2.2241505,6.236895,0.09857032,2.4858495,-5.77329,-13.47788,-0.7573635,12.3962,11.798025,0
2.505984,0,0,0,0,0,-1.7420586,-2.28789,-3.266152,-3.5615,-3.262414,-1.1388984,-3.69484,-3.530344,-2.761442,-1.692211,-4.8230665,5.72284,0.6664065,4.0903225,6.72291,2.245957,6.261815,0.1234961,2.523242,-5.74837,-13.527735,-0.726211,12.44294,11.74507,0
2.510976,0,0,0,0,0,-1.7370704,-2.272934,-3.254934,-3.560254,-3.25743,-1.133914,-3.691102,-3.52536,-2.75895,-1.6947032,-4.829297,5.719725,0.647715,4.099668,6.72291,2.2366115,6.274275,0.12474218,2.520127,-5.7546,-13.53085,-0.7075195,12.405545,11.760645,0
2.515968,0,0,0,0,0,-1.7345782,-2.262964,-3.254934,-3.560254,-3.25618,-1.1364062,-3.692348,-3.529098,-2.760196,-1.6872226,-4.8386525,5.71661,0.6445995,4.0934375,6.71668,2.2490725,6.25247,0.12225,2.5263575,-5.7546,-13.527735,-0.7075195,12.414895,11.754415,0
2.52096,0,0,0,0,0,-1.7233632,-2.254242,-3.24995,-3.556516,-3.261168,-1.145129,-3.687364,-3.527852,-2.76518,-1.6884688,-4.847998,5.735305,0.6196775,4.084092,6.75718,2.202344,6.255585,0.12474218,2.488965,-5.726565,-13.53708,-0.7324415,12.44294,11.75753,0
2.525952,0,0,0,0,0,-1.719625,-2.24552,-3.23998,-3.557762,-3.26366,-1.1376524,-3.69484,-3.527852,-2.760196,-1.693457,-4.8386525,5.713495,0.6570605,4.0903225,6.72291,2.230381,6.255585,0.12474218,2.501426,-5.723445,-13.53708,-0.71375,12.44294,11.754415,0
2.530944,0,0,0,0,0,-1.7146406,-2.230566,-3.228766,-3.55527,-3.25743,-1.133914,-3.692348,-3.52536,-2.757704,-1.6947032,-4.8386525,5.707265,0.6196775,4.0965525,6.750945,2.192998,6.22755,0.10604688,2.479619,-5.723445,-13.521495,-0.7355565,12.452285,11.748185,0
2.535936,0,0,0,0,0,-1.7121484,-2.22184,-3.222536,-3.557762,-3.261168,-1.1364062,-3.687364,-3.53159,-2.761442,-1.6834844,-4.8386525,5.701035,0.610332,4.087207,6.754065,2.202344,6.249355,0.1234961,2.4951955,-5.726565,-13.533965,-0.7230955,12.458515,11.748185,0
2.540928,0,0,0,0,0,-1.705918,-2.210626,-3.218796,-3.556516,-3.264906,-1.1388984,-3.68861,-3.53159,-2.760196,-1.6897188,-4.8417675,5.694805,0.638369,4.0778615,6.72291,2.245957,6.22755,0.11476954,2.520127,-5.74837,-13.527735,-0.71375,12.44917,11.7513,0
2.54592,0,0,0,0,0,-1.6909648,-2.198164,-3.206332,-3.55527,-3.262414,-1.1413906,-3.687364,-3.527852,-2.766426,-1.6884688,-4.857344,5.70415,0.6414845,4.031133,6.772755,2.1961135,6.22132,0.09483204,2.4546975,-5.723445,-13.521495,-0.7449025,12.46163,11.748185,0
2.550912,0,0,0,0,0,-1.6722696,-2.185704,-3.20384,-3.55527,-3.25618,-1.1376524,-3.687364,-3.521622,-2.763934,-1.6909648,-4.860459,5.70415,0.6165625,4.0280175,6.77587,2.2241505,6.183935,0.08735546,2.488965,-5.77952,-13.493455,-0.7199805,12.411775,11.80426,0
2.555904,0,0,0,0,0,-1.6697774,-2.174484,-3.198856,-3.554024,-3.25618,-1.1438828,-3.689856,-3.524114,-2.76518,-1.6847304,-4.885381,5.68545,0.5791795,4.049824,6.772755,2.1992285,6.18081,0.08486328,2.4546975,-5.76083,-13.47788,-0.754248,12.427365,11.801145,0
2.560896,0,0,0,0,0,-1.6585626,-2.155792,-3.192626,-3.552778,-3.259922,-1.1426368,-3.691102,-3.530344,-2.766426,-1.6872226,-4.9071875,5.69168,0.6445995,4.0249025,6.760295,2.2148045,6.146545,0.07489454,2.4858495,-5.776405,-13.49969,-0.7230955,12.40866,11.801145,0
2.565888,0,0,0,0,0,-1.6535782,-2.143332,-3.182656,-3.545296,-3.254934,-1.1364062,-3.689856,-3.522868,-2.766426,-1.692211,-4.9071875,5.68545,0.6414845,4.0249025,6.76341,2.221035,6.130965,0.07614062,2.4609275,-5.77952,-13.47788,-0.7324415,12.411775,11.807375,0
2.57088,0,0,0,0,0,-1.6423632,-2.13461,-3.177672,-3.536574,-3.253688,-1.1388984,-3.68861,-3.520376,-2.763934,-1.6872226,-4.916533,5.67299,0.6290235,4.031133,6.778985,2.205459,6.130965,0.07489454,2.4578125,-5.776405,-13.47788,-0.738672,12.405545,11.78868,0
2.575872,0,0,0,0,0,-1.6411172,-2.129622,-3.16895,-3.534082,-3.262414,-1.1364062,-3.68861,-3.529098,-2.75895,-1.6947032,-4.916533,5.641835,0.6414845,4.0280175,6.744715,2.2272655,6.12162,0.07614062,2.4827345,-5.77952,-13.474765,-0.7324415,12.40866,11.801145,0
2.580864,0,0,0,0,0,-1.6336368,-2.11716,-3.160226,-3.53782,-3.259922,-1.1413906,-3.69484,-3.524114,-2.766426,-1.6897188,-4.913418,5.63872,0.6445995,4.049824,6.72291,2.230381,6.124735,0.08361718,2.4983105,-5.77952,-13.521495,-0.7044045,12.405545,11.791795,0
2.585856,0,0,0,0,0,-1.623668,-2.103454,-3.150254,-3.534082,-3.258676,-1.1351602,-3.687364,-3.53159,-2.763934,-1.6872226,-4.8947265,5.641835,0.557373,4.0778615,6.73537,2.1867675,6.14966,0.06616796,2.448467,-5.732795,-13.52461,-0.7324415,12.43671,11.75753,0
2.590848,0,0,0,0,0,-1.611207,-2.09473,-3.142778,-3.532836,-3.261168,-1.133914,-3.687364,-3.524114,-2.75521,-1.692211,-4.913418,5.63872,0.6290235,4.034248,6.719795,2.221035,6.12162,0.06866016,2.476504,-5.73591,-13.52461,-0.751133,12.464745,11.78245,0
2.59584,0,0,0,0,0,-1.5950078,-2.084762,-3.141532,-3.52536,-3.26366,-1.1364062,-3.687364,-3.53159,-2.760196,-1.6884688,-4.9071875,5.62626,0.5760645,4.05917,6.726025,2.1743065,6.137195,0.05370704,2.4328905,-5.72968,-13.521495,-0.7355565,12.46786,11.76376,0
2.600832,0,0,0,0,0,-1.5800508,-2.07105,-3.132808,-3.521622,-3.259922,-1.1401446,-3.691102,-3.532836,-2.760196,-1.6847304,-4.916533,5.610685,0.541787,4.0560545,6.726025,2.180537,6.12785,0.04872266,2.4297755,-5.723445,-13.515265,-0.751133,12.464745,11.76376,0
2.605824,0,0,0,0,0,-1.5725742,-2.061082,-3.127824,-3.514144,-3.25743,-1.1388984,-3.684872,-3.521622,-2.763934,-1.6847304,-4.928994,5.623145,0.541787,4.031133,6.76341,2.180537,6.07801,0.03626172,2.423545,-5.745255,-13.502805,-0.754248,12.46786,11.785565,0
2.610816,0,0,0,0,0,-1.570082,-2.054852,-3.121594,-3.511652,-3.25618,-1.1401446,-3.684872,-3.529098,-2.757704,-1.6859766,-4.928994,5.598225,0.5480175,4.0560545,6.73537,2.168076,6.093585,0.03501562,2.42666,-5.745255,-13.49969,-0.7573635,12.46786,11.773105,0
2.615808,0,0,0,0,0,-1.568836,-2.049868,-3.117856,-3.510406,-3.25743,-1.1426368,-3.689856,-3.529098,-2.763934,-1.6859766,-4.9227635,5.60134,0.5355565,4.0249025,6.766525,2.1618455,6.0375,0.02130468,2.4297755,-5.776405,-13.49034,-0.7573635,12.458515,11.798025,0
2.6208,0,0,0,0,0,-1.556375,-2.037406,-3.112872,-3.50916,-3.25743,-1.1376524,-3.693594,-3.526606,-2.76518,-1.6884688,-4.9352245,5.60757,0.5760645,3.9875195,6.76341,2.177422,6.015695,0.01258204,2.451582,-5.79198,-13.47788,-0.738672,12.41801,11.80426,0
2.625792,0,0,0,0,0,-1.5488984,-2.031172,-3.10539,-3.50293,-3.253688,-1.1351602,-3.689856,-3.52536,-2.75895,-1.692211,-4.9321095,5.60134,0.5885255,4.009326,6.707335,2.1961135,5.997,0.0175664,2.467158,-5.7951,-13.480995,-0.7324415,12.40243,11.807375,0
2.630784,0,0,0,0,0,-1.5464062,-2.02245,-3.09293,-3.501684,-3.258676,-1.1364062,-3.692348,-3.526606,-2.760196,-1.6859766,-4.928994,5.595105,0.5636035,4.0124415,6.713565,2.192998,5.98454,0.01258204,2.464043,-5.7951,-13.474765,-0.754248,12.43048,11.80426,0
2.635776,0,0,0,0,0,-1.5376796,-2.008742,-3.094176,-3.494204,-3.258676,-1.1388984,-3.692348,-3.524114,-2.760196,-1.6859766,-4.93834,5.598225,0.607217,3.9844045,6.72291,2.205459,5.981425,0.01258204,2.4578125,-5.78575,-13.52461,-0.710635,12.41801,11.766875,0
2.640768,0,0,0,0,0,-1.5227266,-1.9950352,-3.080468,-3.490464,-3.261168,-1.1364062,-3.687364,-3.530344,-2.760196,-1.6897188,-4.9321095,5.598225,0.6165625,3.9844045,6.726025,2.1961135,5.962735,0.00261328,2.4609275,-5.776405,-13.53708,-0.701289,12.41801,11.76376,0
2.64576,0,0,0,0,0,-1.5189882,-1.9875586,-3.074238,-3.489218,-3.254934,-1.1376524,-3.689856,-3.519128,-2.75895,-1.6872226,-4.9445705,5.598225,0.6134475,3.99375,6.707335,2.1961135,5.950275,-0.01358594,2.4453515,-5.79198,-13.533965,-0.7075195,12.405545,11.791795,0
2.650752,0,0,0,0,0,-1.514004,-1.9813242,-3.069254,-3.48548,-3.25618,-1.133914,-3.696086,-3.52536,-2.761442,-1.6859766,-4.941455,5.595105,0.6134475,3.9875195,6.71045,2.1743065,5.997,-0.01233984,2.4017385,-5.7546,-13.50592,-0.7573635,12.464745,11.760645,0
2.655744,0,0,0,0,0,-1.4978046,-1.9800782,-3.065516,-3.47925,-3.26366,-1.1388984,-3.689856,-3.53159,-2.760196,-1.6884688,-4.9321095,5.58576,0.610332,3.990635,6.713565,2.189883,5.93469,-0.01732422,2.448467,-5.804445,-13.533965,-0.7044045,12.433595,11.766875,0
2.660736,0,0,0,0,0,-1.4990508,-1.977586,-3.059282,-3.47925,-3.25743,-1.133914,-3.691102,-3.529098,-2.760196,-1.6884688,-4.9321095,5.588875,0.5324415,4.018672,6.72914,2.136914,5.975195,-0.0198164,2.398623,-5.76083,-13.53085,-0.7449025,12.46163,11.754415,0
2.665728,0,0,0,0,0,-1.4903242,-1.9713554,-3.061778,-3.47925,-3.25743,-1.1364062,-3.691102,-3.520376,-2.761442,-1.6897188,-4.9445705,5.57953,0.582295,3.990635,6.70422,2.180537,5.91288,-0.02854296,2.42666,-5.816915,-13.49657,-0.766709,12.433595,11.801145,0
2.67072,0,0,0,0,0,-1.4903242,-1.965125,-3.054296,-3.476758,-3.258676,-1.1376524,-3.687364,-3.53159,-2.762688,-1.6822382,-4.950801,5.576415,0.5324415,4.018672,6.71045,2.1431545,5.94716,-0.0223086,2.423545,-5.782635,-13.55577,-0.7324415,12.4554,11.760645,0
2.675712,0,0,0,0,0,-1.4816016,-1.952664,-3.051804,-3.469282,-3.262414,-1.1376524,-3.68861,-3.53159,-2.761442,-1.6834844,-4.9445705,5.576415,0.529326,4.0249025,6.719795,2.133799,5.93157,-0.03851172,2.407969,-5.76706,-13.55577,-0.754248,12.44294,11.76376,0
2.680704,0,0,0,0,0,-1.4703868,-1.951418,-3.043082,-3.46679,-3.25618,-1.1364062,-3.683626,-3.524114,-2.763934,-1.6809922,-4.950801,5.598225,0.516865,3.9999805,6.744715,2.1182225,5.89419,-0.07589844,2.3612305,-5.776405,-13.52461,-0.766709,12.433595,11.798025,0
2.685696,0,0,0,0,0,-1.460418,-1.9414492,-3.041836,-3.461804,-3.25618,-1.1388984,-3.686118,-3.526606,-2.760196,-1.6760078,-4.950801,5.582645,0.5199805,4.0030955,6.73537,2.1182225,5.88796,-0.08586718,2.355,-5.80133,-13.509035,-0.7760545,12.399315,11.801145,0
2.690688,0,0,0,0,0,-1.4566796,-1.9402032,-3.036852,-3.460558,-3.26366,-1.1388984,-3.684872,-3.527852,-2.763934,-1.679746,-4.9663865,5.582645,0.566719,3.950127,6.760295,2.1151075,5.850575,-0.09458984,2.3487695,-5.77329,-13.53085,-0.7760545,12.44917,11.760645,0
2.69568,0,0,0,0,0,-1.446711,-1.9264922,-3.033114,-3.453082,-3.25618,-1.1413906,-3.689856,-3.522868,-2.763934,-1.6859766,-4.957041,5.57953,0.5480175,3.9719335,6.750945,2.108877,5.825655,-0.10082032,2.339424,-5.798215,-13.52461,-0.7854005,12.42424,11.801145,0
2.700672,0,0,0,0,0,-1.4417226,-1.9202618,-3.030622,-3.451832,-3.25618,-1.1401446,-3.682378,-3.519128,-2.75895,-1.6785,-4.9757325,5.57953,0.594756,3.9438965,6.72914,2.149385,5.80384,-0.10705078,2.3612305,-5.810675,-13.52461,-0.791631,12.411775,11.801145,0
2.705664,0,0,0,0,0,-1.4367382,-1.9127852,-3.025636,-3.450586,-3.25618,-1.1388984,-3.689856,-3.516636,-2.75895,-1.6747618,-4.985078,5.570185,0.5885255,3.9407815,6.732255,2.1462695,5.78826,-0.11951172,2.3612305,-5.823145,-13.533965,-0.794746,12.40866,11.798025,0
2.710656,0,0,0,0,0,-1.4255234,-1.9090468,-3.01816,-3.451832,-3.25743,-1.1401446,-3.689856,-3.519128,-2.760196,-1.6735156,-5.000655,5.56706,0.597871,3.953242,6.713565,2.1462695,5.791375,-0.1045586,2.3923925,-5.798215,-13.59627,-0.7449025,12.399315,11.76376,0
2.715648,0,0,0,0,0,-1.4217852,-1.9040626,-3.01193,-3.44934,-3.252442,-1.1351602,-3.682378,-3.514144,-2.762688,-1.6747618,-4.997539,5.5733,0.58541,3.953242,6.71045,2.1462695,5.766455,-0.11203516,2.3861525,-5.77329,-13.6025,-0.766709,12.40243,11.76999,0
2.72064,0,0,0,0,0,-1.4180468,-1.9015704,-3.01068,-3.440618,-3.261168,-1.133914,-3.67864,-3.51539,-2.751472,-1.6735156,-4.9881935,5.551485,0.5760645,3.9719335,6.694875,2.149385,5.74465,-0.1245,2.3923925,-5.823145,-13.580695,-0.7604785,12.368165,11.76376,0
2.725632,0,0,0,0,0,-1.4080782,-1.897832,-3.006942,-3.435632,-3.259922,-1.1364062,-3.687364,-3.51539,-2.753964,-1.6760078,-4.997539,5.54837,0.5791795,3.975049,6.69799,2.136914,5.70415,-0.14817578,2.3736915,-5.829375,-13.57758,-0.763594,12.361935,11.78245,0
2.730624,0,0,0,0,0,-1.393121,-1.8866172,-2.999464,-3.434386,-3.259922,-1.1388984,-3.686118,-3.51539,-2.753964,-1.6722696,-4.985078,5.54837,0.510635,4.0030955,6.688645,2.1275685,5.72907,-0.15440626,2.379922,-5.810675,-13.6025,-0.754248,12.374395,11.7513,0
2.735616,0,0,0,0,0,-1.3769218,-1.8766446,-2.999464,-3.429402,-3.258676,-1.1364062,-3.674902,-3.510406,-2.750226,-1.677254,-4.997539,5.56083,0.58541,3.962588,6.69799,2.124453,5.747765,-0.164375,2.330078,-5.79198,-13.562,-0.825908,12.411775,11.773105,0
2.740608,0,0,0,0,0,-1.3756758,-1.8791368,-2.995726,-3.429402,-3.262414,-1.1376524,-3.677394,-3.504176,-2.751472,-1.664793,-4.994424,5.54837,0.501289,3.978164,6.7416,2.0870705,5.753995,-0.1656211,2.330078,-5.776405,-13.624305,-0.7885155,12.411775,11.748185,0
2.7456,0,0,0,0,0,-1.365707,-1.8766446,-2.996972,-3.42691,-3.261168,-1.1401446,-3.67864,-3.497942,-2.756458,-1.6685312,-4.997539,5.5546,0.49817385,3.975049,6.75718,2.093301,5.71661,-0.17933204,2.3207325,-5.77329,-13.62742,-0.797871,12.37751,11.760645,0
2.750592,0,0,0,0,0,-1.3632148,-1.8716602,-2.991988,-3.430648,-3.25743,-1.1376524,-3.681132,-3.496696,-2.74898,-1.6697774,-4.994424,5.54214,0.4950586,3.9875195,6.72914,2.0746095,5.694805,-0.19428516,2.314502,-5.80133,-13.580695,-0.825908,12.361935,11.80426,0
2.755584,0,0,0,0,0,-1.3569844,-1.8654296,-2.993234,-3.42691,-3.25618,-1.1413906,-3.67864,-3.487972,-2.753964,-1.6685312,-5.013115,5.545255,0.5636035,3.934551,6.71668,2.1182225,5.65118,-0.2092382,2.3363085,-5.823145,-13.58381,-0.835254,12.3962,11.779335,0
2.760576,0,0,0,0,0,-1.3544922,-1.869168,-2.989496,-3.42691,-3.262414,-1.1376524,-3.673656,-3.490464,-2.752718,-1.6635468,-5.019345,5.54837,0.529326,3.9438965,6.7416,2.0995315,5.64495,-0.2204532,2.330078,-5.82626,-13.58381,-0.8290235,12.35259,11.791795,0
2.765568,0,0,0,0,0,-1.3544922,-1.8666758,-2.990742,-3.425664,-3.258676,-1.1401446,-3.673656,-3.489218,-2.753964,-1.6685312,-5.019345,5.551485,0.566719,3.950127,6.68241,2.1275685,5.65741,-0.2092382,2.3612305,-5.83872,-13.62742,-0.791631,12.34324,11.79491,0
2.77056,0,0,0,0,0,-1.3544922,-1.856707,-2.984512,-3.429402,-3.25618,-1.1351602,-3.677394,-3.487972,-2.74898,-1.6747618,-5.013115,5.54214,0.569834,3.9407815,6.72291,2.0870705,5.641835,-0.2379024,2.3051565,-5.823145,-13.586925,-0.8445995,12.34324,11.798025,0
